Subject Activity variable value
13 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.237182958116364
13 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.102114480531915
13 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.951142644081633
13 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.95782537245614
13 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.944303111935484
14 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.137208741864407
14 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency 0.365779419444444
14 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency 0.166340011842444
14 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.942756369259259
14 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.943530016833333
14 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.904665418431373
15 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.243711124444444
15 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.201217274
15 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.121686320740476
15 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.957331628305085
15 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.946961381132076
15 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.944605127222222
16 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.485931932745098
16 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.308260568039216
16 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.309820427234043
16 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.946417382463768
16 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.972528178205128
16 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.951777099571429
17 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.335009836885246
17 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.235191249091667
17 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.232641763307609
17 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.967177744375
17 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.978184576538462
17 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.960733121690141
18 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.500471147857143
18 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.3691086
18 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.381022814727273
18 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.977634992105263
18 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.963006793150685
18 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.980740846769231
19 Walking StandardDeviationBodyAccelerationXAxisFrequency 0.100045071430769
19 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.06161577145
19 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency 0.418004608615385
19 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.942229043835616
19 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.94174504109589
19 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.953263432771084
20 Walking StandardDeviationBodyAccelerationXAxisFrequency 0.0686275147882353
20 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency 0.0223302538235294
20 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency 0.0938419436933333
20 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.939574435606061
20 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.883675028630137
20 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.9604473725
21 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.284775644807692
21 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.168982721146809
21 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.184850019535556
21 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.964971113764706
21 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.949837151797753
21 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.949278890222222
22 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.210608043717391
22 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.1280319236
22 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.161333309783333
22 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.942077432741935
22 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.931624303968254
22 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.926616373333333
23 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.0120968259523729
23 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.156527148792745
23 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency 0.0390915481555556
23 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.936593426911765
23 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.938430293382353
23 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.949418000972222
24 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.403064156896552
24 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.33443583979661
24 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.304965806363636
24 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.964633252352941
24 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.954518594057971
24 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.953791512638889
25 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.394362401351351
25 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.3186346998
25 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.216082565601724
25 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.966568718615385
25 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.967077442837838
25 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.809688545342466
26 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.392092024067797
26 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.344427047636364
26 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.23531462282
26 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.954052945897436
26 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.968673955540541
26 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.951863594736842
27 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.396638753684211
27 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.286145719598039
27 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.164783206536364
27 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.963565474
27 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.968702956625
27 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.966917594459459
28 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.310775945814815
28 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.263415282690196
28 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.068246324026087
28 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.955175567083333
28 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.894242469620253
28 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.93710692125
29 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.28057326754717
29 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency 0.0439627677608163
29 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.122968108816667
29 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.962377332166667
29 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.980657340461539
29 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.971923623043478
30 Walking StandardDeviationBodyAccelerationXAxisFrequency -0.0229640797463077
30 WalkingUpstairs StandardDeviationBodyAccelerationXAxisFrequency -0.113608367276923
30 WalkingDownstairs StandardDeviationBodyAccelerationXAxisFrequency -0.095537320533871
30 Sitting StandardDeviationBodyAccelerationXAxisFrequency -0.955847323870968
30 Standing StandardDeviationBodyAccelerationXAxisFrequency -0.913890564915254
30 Laying StandardDeviationBodyAccelerationXAxisFrequency -0.962284921142857
1 Walking StandardDeviationBodyAccelerationYAxis -0.186978364526316
1 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.14861931805283
1 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.225724368061224
1 Sitting StandardDeviationBodyAccelerationYAxis -0.934531840425532
1 Standing StandardDeviationBodyAccelerationYAxis -0.978690028679245
1 Laying StandardDeviationBodyAccelerationYAxis -0.81901016976
2 Walking StandardDeviationBodyAccelerationYAxis -0.553019916271186
2 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.377532167604167
2 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.274844110531915
2 Sitting StandardDeviationBodyAccelerationYAxis -0.961313624130435
2 Standing StandardDeviationBodyAccelerationYAxis -0.95394338037037
2 Laying StandardDeviationBodyAccelerationYAxis -0.961164053958333
3 Walking StandardDeviationBodyAccelerationYAxis -0.561510683275862
3 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.408886653186441
3 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.245794699346939
3 Sitting StandardDeviationBodyAccelerationYAxis -0.925518103807692
3 Standing StandardDeviationBodyAccelerationYAxis -0.88212522147541
3 Laying StandardDeviationBodyAccelerationYAxis -0.954275110967742
4 Walking StandardDeviationBodyAccelerationYAxis -0.553116111166667
4 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.510974134423077
4 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.3805726254
4 Sitting StandardDeviationBodyAccelerationYAxis -0.928898293
4 Standing StandardDeviationBodyAccelerationYAxis -0.885144317678571
4 Laying StandardDeviationBodyAccelerationYAxis -0.947031781666667
5 Walking StandardDeviationBodyAccelerationYAxis -0.492176823571429
5 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.354687870212766
5 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.360678305253192
5 Sitting StandardDeviationBodyAccelerationYAxis -0.931414810454545
5 Standing StandardDeviationBodyAccelerationYAxis -0.867041711785714
5 Laying StandardDeviationBodyAccelerationYAxis -0.958287921923077
6 Walking StandardDeviationBodyAccelerationYAxis -0.36560291677193
6 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.199893710196078
6 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.0426276750979167
6 Sitting StandardDeviationBodyAccelerationYAxis -0.921259472727273
6 Standing StandardDeviationBodyAccelerationYAxis -0.915891572982456
6 Laying StandardDeviationBodyAccelerationYAxis -0.920914497017544
7 Walking StandardDeviationBodyAccelerationYAxis -0.19828316695614
7 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.418144852156863
7 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.259751603446809
7 Sitting StandardDeviationBodyAccelerationYAxis -0.898063314375
7 Standing StandardDeviationBodyAccelerationYAxis -0.918438958867924
7 Laying StandardDeviationBodyAccelerationYAxis -0.918662459038462
8 Walking StandardDeviationBodyAccelerationYAxis -0.238746703958333
8 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.109327923829268
8 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.0466291872078947
8 Sitting StandardDeviationBodyAccelerationYAxis -0.953001632173913
8 Standing StandardDeviationBodyAccelerationYAxis -0.95322478962963
8 Laying StandardDeviationBodyAccelerationYAxis -0.932470764444444
9 Walking StandardDeviationBodyAccelerationYAxis -0.489725811538462
9 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.425839761428571
9 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.322331464761905
9 Sitting StandardDeviationBodyAccelerationYAxis -0.9066063206
9 Standing StandardDeviationBodyAccelerationYAxis -0.908291403111111
9 Laying StandardDeviationBodyAccelerationYAxis -0.8985578738
10 Walking StandardDeviationBodyAccelerationYAxis -0.402025135660377
10 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.113062673542979
10 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.280382850552632
10 Sitting StandardDeviationBodyAccelerationYAxis -0.963064577592593
10 Standing StandardDeviationBodyAccelerationYAxis -0.920486810227273
10 Laying StandardDeviationBodyAccelerationYAxis -0.927471165517241
11 Walking StandardDeviationBodyAccelerationYAxis -0.558362783220339
11 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.377909862407407
11 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.339349828493478
11 Sitting StandardDeviationBodyAccelerationYAxis -0.959964488301887
11 Standing StandardDeviationBodyAccelerationYAxis -0.977071437446808
11 Laying StandardDeviationBodyAccelerationYAxis -0.954713182807018
12 Walking StandardDeviationBodyAccelerationYAxis -0.4132083408
12 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.525686949063462
12 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.32045862629
12 Sitting StandardDeviationBodyAccelerationYAxis -0.946769241568627
12 Standing StandardDeviationBodyAccelerationYAxis -0.852271618032787
12 Laying StandardDeviationBodyAccelerationYAxis -0.935725715833333
13 Walking StandardDeviationBodyAccelerationYAxis -0.253240071964912
13 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.415658606181818
13 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.236762631468085
13 Sitting StandardDeviationBodyAccelerationYAxis -0.963940591428571
13 Standing StandardDeviationBodyAccelerationYAxis -0.944980198421053
13 Laying StandardDeviationBodyAccelerationYAxis -0.944687480967742
14 Walking StandardDeviationBodyAccelerationYAxis -0.201401930542373
14 WalkingUpstairs StandardDeviationBodyAccelerationYAxis 0.299975979851852
14 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.0665144570666667
14 Sitting StandardDeviationBodyAccelerationYAxis -0.947081158333333
14 Standing StandardDeviationBodyAccelerationYAxis -0.931426203833333
14 Laying StandardDeviationBodyAccelerationYAxis -0.913433185882353
15 Walking StandardDeviationBodyAccelerationYAxis -0.425798469148148
15 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.288429008639583
15 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.284249712071429
15 Sitting StandardDeviationBodyAccelerationYAxis -0.963475074915254
15 Standing StandardDeviationBodyAccelerationYAxis -0.931286778679245
15 Laying StandardDeviationBodyAccelerationYAxis -0.924043007638889
16 Walking StandardDeviationBodyAccelerationYAxis -0.665078404313725
16 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.518189646470588
16 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.422315316808511
16 Sitting StandardDeviationBodyAccelerationYAxis -0.937942404637681
16 Standing StandardDeviationBodyAccelerationYAxis -0.964105768461539
16 Laying StandardDeviationBodyAccelerationYAxis -0.959020036285714
17 Walking StandardDeviationBodyAccelerationYAxis -0.522494763606557
17 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.440837260125
17 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.352687281086957
17 Sitting StandardDeviationBodyAccelerationYAxis -0.97541025484375
17 Standing StandardDeviationBodyAccelerationYAxis -0.977680837435897
17 Laying StandardDeviationBodyAccelerationYAxis -0.959325498732394
18 Walking StandardDeviationBodyAccelerationYAxis -0.60851009125
18 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.528058134137931
18 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.507995478327273
18 Sitting StandardDeviationBodyAccelerationYAxis -0.981372675614035
18 Standing StandardDeviationBodyAccelerationYAxis -0.959797118082192
18 Laying StandardDeviationBodyAccelerationYAxis -0.980560877846154
19 Walking StandardDeviationBodyAccelerationYAxis -0.0218463165461538
19 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.26440144275
19 WalkingDownstairs StandardDeviationBodyAccelerationYAxis 0.237821231894872
19 Sitting StandardDeviationBodyAccelerationYAxis -0.950491807945205
19 Standing StandardDeviationBodyAccelerationYAxis -0.937951031506849
19 Laying StandardDeviationBodyAccelerationYAxis -0.955906646506024
20 Walking StandardDeviationBodyAccelerationYAxis -0.0367853189588235
20 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.253929985803922
20 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.0305762438706667
20 Sitting StandardDeviationBodyAccelerationYAxis -0.941069909848485
20 Standing StandardDeviationBodyAccelerationYAxis -0.843683410273973
20 Laying StandardDeviationBodyAccelerationYAxis -0.962153597941176
21 Walking StandardDeviationBodyAccelerationYAxis -0.408304434423077
21 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.420236002514894
21 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.388420328666667
21 Sitting StandardDeviationBodyAccelerationYAxis -0.971225061647059
21 Standing StandardDeviationBodyAccelerationYAxis -0.945614401797753
21 Laying StandardDeviationBodyAccelerationYAxis -0.949289148
22 Walking StandardDeviationBodyAccelerationYAxis -0.390775683913043
22 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.2025581772
22 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.263921983758333
22 Sitting StandardDeviationBodyAccelerationYAxis -0.933268487096774
22 Standing StandardDeviationBodyAccelerationYAxis -0.900776555555556
22 Laying StandardDeviationBodyAccelerationYAxis -0.923911565972222
23 Walking StandardDeviationBodyAccelerationYAxis 0.163346451623729
23 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.366732989313725
23 WalkingDownstairs StandardDeviationBodyAccelerationYAxis 0.0539972903222222
23 Sitting StandardDeviationBodyAccelerationYAxis -0.937006097352941
23 Standing StandardDeviationBodyAccelerationYAxis -0.923796565588235
23 Laying StandardDeviationBodyAccelerationYAxis -0.957227585972222
24 Walking StandardDeviationBodyAccelerationYAxis -0.563863212586207
24 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.503929060169492
24 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.3636948774
24 Sitting StandardDeviationBodyAccelerationYAxis -0.969257162647059
24 Standing StandardDeviationBodyAccelerationYAxis -0.95310477884058
24 Laying StandardDeviationBodyAccelerationYAxis -0.957829934722222
25 Walking StandardDeviationBodyAccelerationYAxis -0.489809386081081
25 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.387754116158462
25 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.38216092137931
25 Sitting StandardDeviationBodyAccelerationYAxis -0.970639125692308
25 Standing StandardDeviationBodyAccelerationYAxis -0.959884274324324
25 Laying StandardDeviationBodyAccelerationYAxis -0.856017369726027
26 Walking StandardDeviationBodyAccelerationYAxis -0.538329286101695
26 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.514032410181818
26 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.296158291686
26 Sitting StandardDeviationBodyAccelerationYAxis -0.964742022307692
26 Standing StandardDeviationBodyAccelerationYAxis -0.962653585540541
26 Laying StandardDeviationBodyAccelerationYAxis -0.965676821973684
27 Walking StandardDeviationBodyAccelerationYAxis -0.482452355789474
27 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.501775426447059
27 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.307952089840909
27 Sitting StandardDeviationBodyAccelerationYAxis -0.970782132714286
27 Standing StandardDeviationBodyAccelerationYAxis -0.965693334
27 Laying StandardDeviationBodyAccelerationYAxis -0.971915732837838
28 Walking StandardDeviationBodyAccelerationYAxis -0.460511661296296
28 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.476923344705882
28 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.22448414468913
28 Sitting StandardDeviationBodyAccelerationYAxis -0.951065984027778
28 Standing StandardDeviationBodyAccelerationYAxis -0.876917545696203
28 Laying StandardDeviationBodyAccelerationYAxis -0.928940913375
29 Walking StandardDeviationBodyAccelerationYAxis -0.358814096603774
29 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.0800476153673469
29 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.26740979843125
29 Sitting StandardDeviationBodyAccelerationYAxis -0.971578024666667
29 Standing StandardDeviationBodyAccelerationYAxis -0.975358665384615
29 Laying StandardDeviationBodyAccelerationYAxis -0.977040093043478
30 Walking StandardDeviationBodyAccelerationYAxis -0.266845731292308
30 WalkingUpstairs StandardDeviationBodyAccelerationYAxis -0.169293534323077
30 WalkingDownstairs StandardDeviationBodyAccelerationYAxis -0.208267542032258
30 Sitting StandardDeviationBodyAccelerationYAxis -0.960641288225806
30 Standing StandardDeviationBodyAccelerationYAxis -0.887247636779661
30 Laying StandardDeviationBodyAccelerationYAxis -0.951264441
1 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.298703679084211
1 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.59488286509434
1 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.295463843346939
1 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.991976341276596
1 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.994966790566038
1 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.96346103
2 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.547911950338983
2 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.572816438541667
2 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.410872671489362
2 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.991081493913043
2 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.983951904259259
2 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.991767074166667
3 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.566135217931034
3 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.658861401355932
3 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.508567577142857
3 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.977998051923077
3 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.962339339672131
3 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.98671362516129
4 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.6813040365
4 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.686978374423077
4 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.592843014888889
4 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.9804904618
4 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.967614073928571
4 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.985068502037037
5 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.444532485357143
5 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.47348816787234
5 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.39719562106383
5 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.973848287045455
5 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.958405900892857
5 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.9864194225
6 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.321290483140351
6 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.342895367921569
6 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.0829366854166667
6 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.962929227818182
6 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.963406222982456
6 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.955645738245614
7 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.300022779964912
7 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.661969771960784
7 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.399229959148936
7 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.981665122291667
7 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.977377083018868
7 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.983008829038462
8 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.339129269583333
8 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.400664014146341
8 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.126189142894737
8 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.991807428043478
8 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.987580587777778
8 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.978438191296296
9 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.510253995769231
9 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.672840561836735
9 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.469028434047619
9 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.9733641366
9 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.969824044222222
9 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.964524819
10 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.440363636603774
10 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.523462968510638
10 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.401854311315789
10 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.993707487592593
10 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.971637661590909
10 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.970830848965517
11 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.63073270559322
11 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.757314813888889
11 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.599294760652174
11 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.989519031132076
11 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.993428183617021
11 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.990641248245614
12 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.5174937754
12 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.674972132307692
12 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.442831079130435
12 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.980392337647059
12 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.969289973606557
12 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.971067768833333
13 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.303508210175439
13 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.631964902181818
13 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.323552439276596
13 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.992604304489796
13 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.983637634912281
13 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.98544626483871
14 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.519895046779661
14 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.399921949557407
14 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.275120883488889
14 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.988317606666667
14 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.974873328
14 Laying StandardDeviationBodyAccelerationYAxisFrequency -0.975621183137255
15 Walking StandardDeviationBodyAccelerationYAxisFrequency -0.543979500555556
15 WalkingUpstairs StandardDeviationBodyAccelerationYAxisFrequency -0.663637117708333
15 WalkingDownstairs StandardDeviationBodyAccelerationYAxisFrequency -0.509466648095238
15 Sitting StandardDeviationBodyAccelerationYAxisFrequency -0.992188893898305
15 Standing StandardDeviationBodyAccelerationYAxisFrequency -0.984407077924528
